Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0013033,0,3/1/17,19:19:17,651,"Smoke scare, odor of smoke                        ",0,0,4,BO             ,Boston                                            ,2111,500,"Mercantile, business, Other                       ",207,  ,SOUTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013038,0,3/1/17,19:48:15,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,2113,160,"Eating, drinking places, other                    ",78,  ,SALEM                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013041,0,3/1/17,20:09:27,600,"Good intent call, Other                           ",0,0,8,MT             ,Mattapan                                          ,2126,419,1 or 2 family dwelling                            ,837,  ,CUMMINS                  ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0013042,0,3/1/17,20:12:27,511,Lock-out                                          ,0,0,8,DO             ,Dorchester                                        ,2124,900,"Outside or special property, Other                ",784,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013044,0,3/1/17,20:24:31,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2135,400,"Residential, Other                                ",1925,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013045,0,3/1/17,20:34:20,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,2114,400,"Residential, Other                                ",92A     ,  ,PINCKNEY                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013049,0,3/1/17,21:05:36,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2135,900,"Outside or special property, Other                ",286,  ,CHESTNUT HILL            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013051,0,3/1/17,21:16:14,735,Alarm system sounded due to malfunction           ,0,0,9,JP             ,Jamaica Plain                                     ,2130,419,1 or 2 family dwelling                            ,18,  ,RAMBLER                  ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013053,0,3/1/17,21:18:02,711,"Municipal alarm system, malicious false alarm     ",0,0,7,RX             ,Roxbury                                           ,2119,960,"Street, Other                                     ",        ,  ,MONTROSE                 ,  ,ST  ,: #215                                  ,  ,WARREN                   ,  ,ST  
17-0013054,0,3/1/17,21:23:21,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,1568,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013056,0,3/1/17,21:48:37,113,"Cooking fire, confined to container               ",5,5,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,277,  ,MARLBOROUGH              ,  ,ST  ,: #INS261                               ,  ,                         ,  ,    
17-0013058,0,3/1/17,21:53:00,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2115,963,Street or road in commercial area                 ,        ,  ,HUNTINGTON               ,  ,AVE ,                                        ,  ,MASSACHUSETTS            ,  ,AVE 
17-0013063,0,3/1/17,22:32:20,733,Smoke detector activation due to malfunction      ,0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,28,  ,HILLIS                   ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013064,0,3/1/17,22:54:51,600,"Good intent call, Other                           ",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,20,  ,WASHINGTON               ,  ,ST  ,: @BHA-PATRICIA WHITE                   ,  ,                         ,  ,    
17-0013065,0,3/1/17,22:58:13,711,"Municipal alarm system, malicious false alarm     ",0,0,7,DO             ,Dorchester                                        ,2125,963,Street or road in commercial area                 ,        ,  ,BOWDOIN                  ,  ,ST  ,: #3123                                 ,  ,HAMILTON                 ,  ,ST  
17-0013067,0,3/1/17,23:15:53,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,944,  ,PARKER                   ,  ,ST  ,: #12-2394                              ,  ,                         ,  ,    
17-0013069,0,3/1/17,23:22:34,550,"Public service assistance, Other                  ",0,0,9,RX             ,Roxbury                                           ,2120,962,"Residential street, road or residential driveway  ",3,  ,TORPIE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013071,0,3/1/17,23:50:25,611,Dispatched & cancelled en route                   ,0,0,3,CH             ,Charlestown                                       ,2129,    ,NULL,41,  ,BARTLETT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013073,0,3/2/17,0:08:28,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,2114,110,"Fixed-use recreation places, other                ",135-143 ,  ,CAUSEWAY                 ,  ,ST  ,: @MBTA STA-NORTH STATION               ,  ,                         ,  ,    
