Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0000212,0,01/02/17,5:42:16,113,"Cooking fire, confined to container               ",0,0,6,DO             ,Dorchester                                        ,02125,449,"Hotel/motel, commercial                           ",69R     ,  ,BOSTON                   ,  ,ST  ,: #12-7261                              ,  ,                         ,  ,    
17-0000214,0,01/02/17,6:05:33,500,"Service Call, other                               ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,1299,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0000223,0,01/02/17,8:07:22,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,8,HP             ,Hyde Park                                         ,02126,210,"Schools, non-adult, other                         ",154,  ,RUSKINDALE               ,  ,RD  ,: @SCH-CHITTICK ELEMENTARY SCHOOL       ,  ,                         ,  ,    
17-0000225,0,01/02/17,8:18:43,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,02115,331,Hospital - medical or psychiatric                 ,70,  ,FRANCIS                  ,  ,ST  ,: #12-2356                              ,  ,                         ,  ,    
17-0000227,0,01/02/17,8:26:59,410,"Combustible/flammable gas/liquid condition, other ",0,0,4,               ,NULL,02199,961,Highway or divided highway                        ,        ,  ,I-90 WESTERN END         ,  ,    ,: @EX-EB I90 AT EXIT 22                 ,  ,                         ,  ,    
17-0000228,0,01/02/17,8:40:36,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,00000,    ,NULL,        ,  ,                         ,  ,    ,: @WINTHROP 8213                        ,  ,                         ,  ,    
17-0000230,0,01/02/17,8:51:32,511,Lock-out                                          ,0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",25,  ,JAMES O'NEILL            ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0000231,0,01/02/17,9:31:02,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02111,439,"Boarding/rooming house, residential hotels        ",84-86   ,  ,HARRISON                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0000232,0,01/02/17,9:33:03,611,Dispatched & cancelled en route                   ,0,0,7,DO             ,Dorchester                                        ,02124,    ,NULL,87,  ,WALDECK                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0000233,0,01/02/17,9:34:20,713,"Telephone, malicious false alarm                  ",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",332-338 ,W ,BROADWAY                 ,  ,    ,: #INS736                               ,  ,                         ,  ,    
17-0000240,0,01/02/17,10:22:35,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02116,460,"Dormitory-type residence, other                   ",80,  ,BOYLSTON                 ,  ,ST  ,: @COL-EMERSON-LITTLE BUILDING          ,  ,                         ,  ,    
17-0000241,0,01/02/17,10:30:22,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,465,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0000242,0,01/02/17,10:34:00,745,"Alarm system activation, no fire - unintentional  ",0,0,8,HP             ,Hyde Park                                         ,02126,429,Multifamily dwelling                              ,705,  ,RIVER                    ,  ,ST  ,": @BHA-HASSAN APARTMENTS - 705 RIVER ST,",  ,                         ,  ,    
17-0000243,0,01/02/17,10:41:24,554,Assist invalid                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,39,  ,ENGLEWOOD                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0000245,0,01/02/17,11:17:08,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,39,  ,ENGLEWOOD                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0000246,0,01/02/17,11:32:25,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,02111,331,Hospital - medical or psychiatric                 ,1,  ,KNEELAND                 ,  ,ST  ,: #12-148                               ,  ,                         ,  ,    
17-0000247,0,01/02/17,11:35:33,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,00000,    ,NULL,        ,  ,                         ,  ,    ,: @LYNN 8271                            ,  ,                         ,  ,    
17-0000248,0,01/02/17,11:37:24,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,5,  ,ANNAPOLIS                ,  ,ST  ,                                        ,  ,                         ,  ,    
