Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0006777,0,02/01/17,20:08:53,736,CO detector activation due to malfunction         ,0,0,7,RX             ,Roxbury                                           ,02119,400,"Residential, Other                                ",67,  ,MORELAND                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006778,0,02/01/17,20:16:46,113,"Cooking fire, confined to container               ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",145,  ,BUNKER HILL              ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006780,0,02/01/17,20:30:29,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,460,"Dormitory-type residence, other                   ",52,  ,BUSWELL                  ,  ,ST  ,: #BU352                                ,  ,                         ,  ,
17-0006781,0,02/01/17,20:39:32,113,"Cooking fire, confined to container               ",0,0,8,DO             ,Dorchester                                        ,02124,400,"Residential, Other                                ",33,  ,BRADLEE                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006784,0,02/01/17,20:46:28,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,9,JP             ,Jamaica Plain                                     ,02130,962,"Residential street, road or residential driveway  ",214,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006785,0,02/01/17,20:47:57,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,9,RX             ,Roxbury                                           ,02119,962,"Residential street, road or residential driveway  ",78,  ,DIMOCK                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006786,0,02/01/17,20:48:54,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02119,963,Street or road in commercial area                 ,1847,  ,COLUMBUS                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0006787,0,02/01/17,20:53:20,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,77,  ,PARK                     ,  ,DR  ,: #AFA7695                              ,  ,                         ,  ,
17-0006789,0,02/01/17,20:55:57,715,"Local alarm system, malicious false alarm         ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,34,  ,SHELBY                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006795,0,02/01/17,21:21:16,424,Carbon monoxide incident                          ,0,0,7,DO             ,Dorchester                                        ,02125,419,1 or 2 family dwelling                            ,654,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,
17-0006796,0,02/01/17,21:22:49,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,459,  ,PARK                     ,  ,DR  ,                                        ,  ,                         ,  ,
17-0006798,0,02/01/17,21:28:03,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02135,419,1 or 2 family dwelling                            ,74,  ,DUNBOY                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006803,0,02/01/17,22:19:12,554,Assist invalid                                    ,0,0,8,MT             ,Mattapan                                          ,02126,419,1 or 2 family dwelling                            ,77,  ,WELLINGTON HILL          ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006806,0,02/01/17,22:36:01,735,Alarm system sounded due to malfunction           ,0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,25,  ,WYOMING                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006811,0,02/01/17,23:42:50,733,Smoke detector activation due to malfunction      ,0,0,6,SB             ,South Boston                                      ,02210,429,Multifamily dwelling                              ,505,  ,CONGRESS                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006813,0,02/02/17,0:30:48,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,40,  ,BERKELEY                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006814,0,02/02/17,0:43:58,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",100,  ,HUNTINGTON               ,  ,AVE ,: #15-1562                              ,  ,                         ,  ,
17-0006815,0,02/02/17,0:55:42,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,177-185 ,  ,MAGNOLIA                 ,  ,ST  ,: #INS1148                              ,  ,                         ,  ,
17-0006817,0,02/02/17,1:30:25,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,27,  ,BLAINE                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0006819,0,02/02/17,2:07:59,424,Carbon monoxide incident                          ,0,0,8,DO             ,Dorchester                                        ,02124,419,1 or 2 family dwelling                            ,27,  ,ASHMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,
